0,17,34,51,68,85,102,119,136,153,170,187,204,221,238,250
2916.9,3395.5,3995,4680.9,5270.3,5897.3,6640.2,7360.5,8023.7,8829.3,10364,11553,13256,16017,18964,23677
816.94,968.39,1171.9,1419.3,1646.9,1897.2,2213.8,2532,2841.3,3234.5,4319.8,5181.4,6488.7,8811.3,11397,15777
2100,2427.1,2823.2,3261.6,3623.4,4000.1,4426.4,4828.5,5182.4,5594.8,6044,6371.1,6767.2,7205.6,7567.4,7900
15.172,14.93,14.563,14.144,13.774,13.428,13.017,12.668,12.355,11.999,10.751,10.112,9.4072,8.5576,7.9773,7.3613
2.5706,2.5064,2.4091,2.2981,2.2002,2.1084,1.9995,1.907,1.824,1.7297,1.3991,1.2296,1.0429,0.81776,0.66399,0.50074
0:Inaccurate/Solved
17:Solved
34:Solved
51:Solved
68:Solved
85:Solved
102:Solved
119:Solved
136:Solved
153:Solved
170:Solved
187:Solved
204:Solved
221:Solved
238:Solved
250:Solved

0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10
0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10
0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10
0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,6,10,10,10,10,10,10,10
0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10
0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,10
0,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10
0,0,0,0,8,10,10,10,10,10,10,10,10,10,10,10
0,0,4,10,10,10,10,10,10,10,10,10,10,10,10,10
0,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
0,0,0,0,0,0,0,0,0,0,0,7,10,10,10,10
0,0,0,0,0,0,0,0,0,3,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,10
